domain	subset	idx	label	sentence1	sentence2	file
OnWN	2014	103	4.4	return to a prior state	return to an original state.	sts-other
tweet-news	2014	672	3.0	, is this anti-free speech new French law about Twitter must identify racist, anti-Semitic posters,  via	French court: Twitter must identify racist users	sts-other
OnWN	2014	694	0.0	the act of putting something to use.	the path followed by an object moving through space.	sts-other
question-question	2016	647	0.0	What is the best way to apply Shellac-based primer?	What is the best way to clean a grater?	sts-other
surprise.OnWN	2012test	679	5.0	(Cause to) strike the air in flight.	strike the air in flight.	sts-other
OnWN	2014	472	0.4	the act of moving, turning something	the act of making up your mind about something.	sts-other
surprise.OnWN	2012test	281	4.5	The cognitive processes and capacity to remember.	the cognitive processes whereby past experience is remembered.	sts-other
surprise.OnWN	2012test	361	4.0	conscious subjective emotion or desire	the conscious subjective aspect of feeling or emotion.	sts-other
OnWN	2013	36	0.6	The state of being suspected.	the state of being excluded.	sts-other
surprise.OnWN	2012test	142	1.75	protect from heat, cold, or other detrimental conditions	place or set apart.	sts-other
belief	2015	1723	0.0	i know they are not saving and i just cant understand!	things are so big and strange.	sts-other
OnWN	2014	710	0.0	state of being unclothed, naked	the act of climbing something.	sts-other
OnWN	2014	291	3.8	physical force that draws objects together	the force by which one object attracts another.	sts-other
OnWN	2014	93	3.6	Leave to someone after one's death.	leave or give by will after one's death.	sts-other
tweet-news	2014	173	3.8	The Bizarre World of Online Relationships: Image of Manti Te'o Becomes a Puzzle as Theories Swirl	Image of Manti Te?o Becomes Puzzle as Theories Swirl	sts-other
OnWN	2013	128	0.4	move to a lower position, terminate something	lower the pitch of (musical notes).	sts-other
belief	2015	1971	0.6	that darn liberal media never goes after liberals!!!	that is what liberty is about, after all.	sts-other
surprise.OnWN	2012test	544	5.0	have the financial means to obtain, buy, or do something	have the financial means to do something or buy something.	sts-other
surprise.OnWN	2012test	340	4.75	a long, thin implement, usually made of wood	an implement consisting of a length of wood.	sts-other
OnWN	2014	619	0.2	the act of preserving or protecting something	the act of choosing or selecting.	sts-other
belief	2015	65	0.6	needs thinking about.	know what im talking about.	sts-other
question-question	2016	791	1.0	How do I secure an old aluminum/glass sliding door?	How do I measure a standard sliding glass door?	sts-other
OnWN	2014	329	4.6	Strike heavily, especially with a fist or implement.	strike heavily, especially with the fist or a bat.	sts-other
question-question	2016	326	4.0	How can I remove a really stuck screw?	How can I remove this screw?	sts-other
OnWN	2014	2	4.2	falcon: abandon intended game and pursue lesser prey	abandon the intended prey, turn, and pursue an inferior prey.	sts-other
tweet-news	2014	468	3.8	Sheriff: I won't enforce Obama's gun laws. Good for him.	Sheriff won't enforce 'unconstitutional' gun laws	sts-other
plagiarism	2016	236	2.0	Characterise structure of an optimal solution.	Use these optimal solutions to construct an optimal solution for the original problem.	sts-other
FNWN	2013	21	2.0	this frame describes a sufferer who experiences the loss of someone through death. the lus in this frame imply a strong emotional connection between the sufferer and the deceased.	suffer the loss of a person through death or removal;	sts-other
tweet-news	2014	692	2.8	How about a path to #citizenship for those already caught crossing the #border ? #Citizenship Path in One Fast Push	Obama Will Seek Citizenship Path in One Fast Push	sts-other
tweet-news	2014	142	3.6	Facebook was the most popular mobile app in the United States in 2012	Facebook's mobile app takes top spot	sts-other
FNWN	2013	24	2.4	a customer requests an entity from a supplier. the customer can order the entity himself or via a medium.	a request for something to be made, supplied, or served;	sts-other
FNWN	2013	23	4.0	while in motion, an impactor makes sudden, forcible contact with the impactee, or two impactors both move, mutually making forcible contact.	hit against; come into sudden contact with;	sts-other
belief	2015	1171	2.83	thanks again, for proving my other point while you're struggling to argue with me and insult me.	thanks for proving my point about you being an ignorant shitstain too lazy to think and separate rumor from reality.	sts-other
surprise.OnWN	2012test	261	2.5	cause to be interested	attract; cause to be enamored.	sts-other
OnWN	2013	468	2.8	 cause or permit to fall to the ground	let or cause to fall in drops.	sts-other
OnWN	2013	64	0.0	a distinctive style of clothing	an intuitive understanding of something.	sts-other
OnWN	2013	506	1.0	the identification or the realization of something	the end or completion of something.	sts-other
surprise.OnWN	2012test	621	5.0	The act of hindering someone's plans or efforts.	an act of hindering someone's plans or efforts.	sts-other
OnWN	2013	21	0.2	the act of preserving or protecting something	the act of cracking something.	sts-other
surprise.OnWN	2012test	143	0.75	an allotment or percentage of something	assets belonging to or due to or contributed by an individual person or group.	sts-other
question-question	2016	61	2.0	How do I maintain a good relationship with my old boss after being promoted?	How do I maintain a good relationship with an employer after resigning?	sts-other
OnWN	2013	439	0.6	identify or pick out someone or something	the act of losing someone or something.	sts-other
tweet-news	2014	495	2.25	Lovely piece in the NYT on a 40-year marriage, and how their gay son?s struggle became a unifier	Making It Last: Conservative Meets Liberal, and 40-Year Marriage Begins	sts-other
OnWN	2013	132	1.0	make or become more acute or intense	make ready for action or use.	sts-other
OnWN	2013	420	2.8	Shine intensely; emit a steady, even light from a source.	emit a steady even light without flames.	sts-other
FNWN	2013	19	1.2	a speaker realizes a sign, usually a linguistic one, in some formal_realization. the formal_realization may be described as correct or incorrect in a judgment expression, or it may be partially indicated as a part_of_form. manner may be used as a more general indication of the formal_realization	(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language	sts-other
tweet-news	2014	480	1.4	'Dad, it's only my books I am friends with.'   #Malala #womenonthefrontline	The front lines in fight for women	sts-other
plagiarism	2016	95	0.0	"Thus, the ""program"" is the optimal plan for action that is produced."	After this, it is using this to pick the best overall path.	sts-other
tweet-news	2014	376	2.2	"#Morsi: ""Nurse our children and our grandchildren on hatred for them: for Zionists, for Jews"""	Morsi Says Slurs of Jews Were Taken Out of Context	sts-other
OnWN	2014	204	4.6	To move (the head or body) quickly downwards or away (from something).	to move (the head or body) quickly downwards or away.	sts-other
OnWN	2014	569	5.0	Provoke someone to do something through (often exaggerated or false) promises or persuasion.	provoke someone to do something through (often false or exaggerated) promises or persuasion.	sts-other
OnWN	2014	78	4.6	A movement (physical or abstract) back from an impact.	a movement back from an impact.	sts-other
question-question	2016	749	4.0	Why is my dryer taking longer to dry clothes?	Why does it take my dryer 3 hours to dry a load of clothes?	sts-other
surprise.OnWN	2012test	98	3.25	escape or avoid a situation or responsibility	use cunning or deceit to escape or avoid.	sts-other
OnWN	2014	19	4.2	(cause to) emit a brief burst of light	emit a brief burst of light.	sts-other
surprise.OnWN	2012test	220	2.5	a social entreaty, as courtship or pleading	a petition or appeal made to a person of superior status or rank.	sts-other
surprise.OnWN	2012test	412	4.0	a problem, something wrong	a problem.	sts-other
OnWN	2013	108	3.4	(Cause to) make a dry crackling sound, possibly by mixing.	make a dry crackling sound.	sts-other
surprise.OnWN	2012test	352	3.25	The pursuit and killing or capture of animals.	the pursuit and killing or capture of wild animals regarded as a sport.	sts-other
tweet-news	2014	232	4.0	What happened in Australia ... I Went After Guns. Obama Can, Too.	Op-Ed Contributor: Australia Banned Assault Weapons. America Can, Too.	sts-other
OnWN	2014	109	5.0	carry a burden, real or metaphorical	carry a burden, either real or metaphoric.	sts-other
belief	2015	122	0.2	i know when the only solution is to spend trillions for minimal, unproven benefit, i know the liar is a leftist.	i believe that the iran issue is more of an israeli problem then it is of the usa or the western world.	sts-other
OnWN	2014	81	3.2	a physical framework of crossing strips, often wooden	framework consisting of an ornamental design made of strips of wood or metal.	sts-other
surprise.OnWN	2012test	156	1.0	enjoy, be fond of or approve	feel about or towards; consider, evaluate, or regard.	sts-other
belief	2015	127	0.4	thank you for pointing me foster.	thank you for your concern pelastration.	sts-other
OnWN	2014	512	0.0	the act of putting a preparation on something.	the act of breaking something.	sts-other
tweet-news	2014	84	5.0	#Photos: #KimJongUn and his army forces	Photos: Kim Jong Un and his military	sts-other
surprise.OnWN	2012test	581	5.0	(Literally) sound with resonance.	sound with resonance.	sts-other
OnWN	2014	742	0.0	the crown of a flowering plant	the reduction of something's value or worth.	sts-other
FNWN	2013	10	1.2	this frame covers words that name locations as defined politically, or administratively.	territory over which rule or control is exercised;	sts-other
FNWN	2013	11	2.4	an agent actively (yet not always with success) attempts to keep an event from taking place. this event is (usually) an urge which encourages the action that the agent wishes to prevent.	abstain from doing; always used with a negative;	sts-other
tweet-news	2014	197	2.8	Peter Likes: DealBook: Dell Shares Rise on News Company May Go Private	DealBook: Dell Shares Surge After Report of Possible Buyout	sts-other
tweet-news	2014	578	3.8	Potentially explosive legal battle: Catholic hospital argues fetus not a person	Catholic hospital's lawyers argue fetus not a person	sts-other
tweet-news	2014	481	3.8	lovely tribute, her responses to readers' qtns priceless. Read bacon frying and you could move. Dear Abby Dies at 94	Pauline Phillips, Flinty Adviser to Millions as Dear Abby, Dies at 94	sts-other
OnWN	2014	50	1.75	(abstract) characterize, commemorate, make special (or respectful)	be a distinctive feature, attribute, or trait; sometimes in a very positive sense.	sts-other
question-question	2016	224	2.0	What is the professional way to follow up with a manager for project opportunity?	What is the professional way to deal with my manager's boss?	sts-other
surprise.OnWN	2012test	420	4.25	the act of  damaging something, causing breakage	the act of breaking something.	sts-other
surprise.OnWN	2012test	459	3.75	Put up with something or someone          unpleasant; show deference towards someone or some authority.	put up with something or somebody unpleasant.	sts-other
surprise.OnWN	2012test	239	0.0	connect with; reach a target or goal	perceive with the senses quickly, suddenly, or momentarily.	sts-other
surprise.OnWN	2012test	23	4.25	Signal (approval or interest) by winking; briefly shut one eye.	signal by winking.	sts-other
surprise.OnWN	2012test	53	4.5	notable or famous persons (real or fictional)	a well-known or notable person.	sts-other
belief	2015	926	1.83	eventually got him about 6am and he said he was in his mates house.	"eventually got him at 8.30. he stayed with "" a friend"" am i asking to much to be told he is not coming home?"	sts-other
tweet-news	2014	141	3.4	Calorie bomb on the menu  will make eaters feel guilt after finish those meals	9 calorie bombs at restaurants	sts-other
tweet-news	2014	306	2.6	Is it a coincidence the most Miss America's come from the South?	Op-Ed Contributor: Racial Politics and Miss America	sts-other
FNWN	2013	67	1.4	a protagonist is in the dynamic, maintained state of being alive or has exited this state.	have life, be alive;	sts-other
plagiarism	2016	123	1.0	The PageRank is computed iteratively, and it is found that the PageRank values converge fairly rapidly.	The PageRank depends on the PageRank rating and number of all pages that have links to it.	sts-other
OnWN	2013	5	2.6	a state of being elevated or raised	the event of something being raised upward.	sts-other
surprise.OnWN	2012test	247	3.75	close within bounds; deprive of freedom	to close within bounds, limit or hold back from movement.	sts-other
OnWN	2013	56	3.6	Act without permission or with too much confidence.	take liberties or act with too much confidence.	sts-other
OnWN	2014	534	1.4	make a proposal or overtures to with a specific end in view	make a channel for; provide with a channel.	sts-other
plagiarism	2016	104	4.0	The value of a vector is non-zero if a term occurs in the document.	A term which occurs in the document has a value in the vector of non-zero.	sts-other
tweet-news	2014	138	3.0	#Myanmar s Fight With Armed #Rebels Edges Toward China  #burma #kachin	Myanmar Fighting Edges Toward China	sts-other
OnWN	2014	47	5.0	create a mess or disorder	make a mess of or create disorder in.	sts-other
surprise.OnWN	2012test	377	4.75	Envelop completely; form a cover over.	form an impenetrable cover over.	sts-other
tweet-news	2014	328	2.6	Opinionator: Misconceptions(Linda Greenhouse)	Opinionator: Misconceptions About Roe v. Wade	sts-other
tweet-news	2014	29	4.6	"Hopefully not together "": Richard Pryor & Dick Cheney Focus of Showtime Documentaries """	Richard Pryor and Dick Cheney Focus of Showtime Documentaries	sts-other
tweet-news	2014	490	2.8	An rising star on London's thespian scene tells his story of - Being Bin Laden	Op-Ed Contributor: I Played Osama bin Laden in ?Zero Dark Thirty?	sts-other
belief	2015	1584	1.6	the tea party didn't promote ending the intereference of religion in politics.	in this case it is the freedom of choice vs. the freedom of religion.	sts-other
surprise.OnWN	2012test	654	4.0	indicate contempt by breathing noisily and    forcefully through the news	indicate contempt by breathing noisily and forcefully through the nose.	sts-other
surprise.OnWN	2012test	267	4.0	feel hot or painful, as if burning	feel hot or painful.	sts-other
OnWN	2014	526	0.0	an aggregation of things or people	the visual appearance of something or someone.	sts-other
surprise.OnWN	2012test	251	4.75	rot; become unfit for consumption	become unfit for consumption or use.	sts-other
OnWN	2014	64	4.8	go around the rim of	run around the rim of.	sts-other
belief	2015	221	3.1	the entitlement gravy train is off the tracks and out of gravy.	the gravy train really is all out of gravy.	sts-other
tweet-news	2014	233	2.4	Will President Obama's gun proposals work?  Recalling Pain, Mayors Urge Bills? Passage	Recalling Pain of Guns? Toll, Mayors Urge Bills? Passage	sts-other
belief	2015	309	2.4	just another bit of that graph thats false.	other parts of the study's methodology is flawed.	sts-other
belief	2015	1858	0.0	it's really good, and quite innovative in places.	they controlled spain for quite awhile back then.	sts-other
OnWN	2013	229	1.4	the act of preserving or protecting something	the act of forming or establishing something.	sts-other
surprise.OnWN	2012test	45	3.0	heavy radioactive metallic element, atomic number 92	a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons.	sts-other
surprise.OnWN	2012test	605	4.5	Express audibly; utter sounds (not          necessarily words); indicate.	express audibly; utter sounds (not necessarily words).	sts-other
surprise.OnWN	2012test	337	5.0	An unforseen development.	an unforeseen development.	sts-other
plagiarism	2016	673	3.0	It is also called the posterior probability because it is derived from or depends upon the specified value of B.	It is also called the subsequent probability because it is derived from or depends upon the specified value of B.	sts-other
tweet-news	2014	493	3.8	HE nvr gives vision wo provision & he'll use whoevr2bring it?Winfrey's LowRated Cable Channel Is Poised 2 Break Through	Winfrey?s Low-Rated Cable Channel Is Poised to Break Through	sts-other
OnWN	2013	246	4.2	The process of cultivating the land, possibly as a way of life.	agriculture considered as an occupation or way of life.	sts-other
surprise.OnWN	2012test	323	3.75	do over, make new	make new.	sts-other
tweet-news	2014	348	3.8	Feel good morning read! :) Note on a napkin, 'This meal is on us' -	Note on napkin: 'This meal is on us'	sts-other
plagiarism	2016	943	1.0	If the term doesn’t occur within the document, the value in the vector is zero.	Finally, the order in which the terms appear in the document is lost in the vector space representation.	sts-other
surprise.OnWN	2012test	12	1.5	the processing or operation of something	a set sequence of steps, part of larger computer program.	sts-other
tweet-news	2014	333	4.0	Wow, what a story: In the Subways, a Voice to Stir the Soul	In the Subways, Geechee Dan?s Voice Stirs the Soul	sts-other
question-question	2016	1238	3.0	How do I replace a broken halogen bulb in the recessed light in my bathroom?	How to replace recessed halogen light from an eyeball fixture?	sts-other
tweet-news	2014	264	3.6	Man held after subway attack in Philadelphia	Man held after woman thrown onto subway tracks in Philadelphia	sts-other
surprise.OnWN	2012test	481	4.25	Be in command of; exercise authority or  control over.	exercise authoritative control or power over.	sts-other
surprise.OnWN	2012test	666	4.75	make accessible to some action, influence, or condition	expose or make accessible to some action or influence.	sts-other
tweet-news	2014	326	3.8	on the need for humanity in online learning.	Online courses need human element to educate	sts-other
tweet-news	2014	448	4.2	"Amen! "": Good news .... My shero Robin Roberts Plans February Return to 'Good Morning America' """	Media Decoder Blog: Robin Roberts Plans February Return to 'GMA'	sts-other
surprise.OnWN	2012test	741	3.25	sharpen a razor with a strap	sharpen with a strap.	sts-other
plagiarism	2016	1247	0.0	This means that inheritance is used when types have common factors and these would be put into the superclass.	The method can be abused when people deliberately link to sites in order to raise a site's PageRank.	sts-other
belief	2015	491	1.6	obama has allowed the russians not only to catch up military-wise but he is also making us dependent on them to be able to fix our satellites.	do you think the russians can be trusted to let us hitch a ride to the space station or allow us to fix our communications satellites.	sts-other
surprise.OnWN	2012test	42	5.0	physical matter left behind after a removal process	matter that remains after something has been removed.	sts-other
tweet-news	2014	211	4.0	So, can we just pass the ERA now? Pentagon Is Set to Lift Combat Ban for Women	Pentagon Lifting Ban on Women in Combat	sts-other
OnWN	2013	465	1.8	the act of providing incentive to someone	the act of hiring something or someone.	sts-other
plagiarism	2016	251	3.0	The theorem is often used when we have observations and wish to compute posterior probabilities.	It is usually used to calculate posterior probabilities given observations.	sts-other
question-question	2016	669	2.0	How do I make soft chapattis?	How to make chapattis round and of same thickness?	sts-other
OnWN	2013	157	3.8	Turn the paddle or oar.	turn the paddle; in canoeing.	sts-other
plagiarism	2016	106	1.0	A page that is linked to by many pages with high PageRank receives a high rank itself.	A link to a page is seen as a vote of support.	sts-other
tweet-news	2014	466	1.8	The Preppers Next Door  Who wants to join MY group?	The Doomsday Preppers of New York	sts-other
tweet-news	2014	676	3.0	Did you read the  #Opinionator the relationship between parents & teachers? Liza Lee was interviewed.  #edchat	Opinionator | Schooling: The Dicey Parent-Teacher Duet	sts-other
FNWN	2013	61	0.0	an agent performs a response action in consequence of a trigger event. in many cases, a non-agentive responding_entity causes the response after the trigger occurs.	contend against an opponent in a sport, game, or battle;	sts-other
tweet-news	2014	214	4.4	*****NYTimes: Security Firm Discovers Cyber-Spy Campaign*****	Bits Blog: Security Firm Discovers Global Spy Campaign	sts-other
OnWN	2014	67	5.0	a cultivated plant that is now growing wild	a plant originally cultivated but now growing wild.	sts-other
FNWN	2013	154	1.2	an agent expends effort towards achieving a goal. alternatively, a salient_entity involved in the goal can be expressed in place of a goal expression.	activity directed toward making or doing something;	sts-other
OnWN	2013	206	0.0	the act of accusing someone or something for being at fault	the action of putting something into operation.	sts-other
OnWN	2013	39	0.0	a side or surface of something	a brief experience of something.	sts-other
plagiarism	2016	1194	0.0	The further down an inheritance tree you get, the more specific the classes become.	The differing application has a direct influence on what the definition of the term means.	sts-other
OnWN	2014	37	4.8	(cause to) burst or open, usually with a sharp sound	burst open with a sharp, explosive sound.	sts-other
OnWN	2014	590	0.2	Make a crushing noise, possibly as the result of pressing or grinding.	have a range; be capable of projecting over a certain distance, as of a gun.	sts-other
FNWN	2013	83	2.2	a law regulates activities or states of affairs within a jurisdiction, dictating what required states should be the case and what forbidden states should not. often it also indicates negative consequences for individuals that violate it, and these negative consequences are generally enforced by some official authority. they may or may not be created by some official legislative body.	a body of rules followed by an assembly	sts-other
tweet-news	2014	88	4.4	"humanitarian emergency.declared by Aid groups in Syria """	'Humanitarian emergency' in Syria	sts-other
surprise.OnWN	2012test	9	4.75	Bring back to life, return from the dead	cause to become alive again.	sts-other
tweet-news	2014	496	1.6	What exactly is going on in Mali?  @	French Say Airstrikes in Mali ?Blocked? Rebel Advance	sts-other
FNWN	2013	186	2.0	in this frame a speaker asks an addressee for something, or to carry out some action.	(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed;	sts-other
OnWN	2013	228	0.0	the activity of examining or assessing something	the act of decreasing or reducing something.	sts-other
OnWN	2014	160	4.4	come into conflict, meet in opposition	be incompatible; be or come into conflict.	sts-other
OnWN	2014	139	5.0	the act of spending, disbursing funds	the act of spending or disbursing money.	sts-other
surprise.OnWN	2012test	435	4.0	remove the pod, husk or shell	remove the husks from.	sts-other
question-question	2016	97	3.0	How can I prepare this old exterior wall for painting?	How do I prepare this porous interior wall for paint?	sts-other
belief	2015	442	2.4	the protest may pressure prime minister abhisit vejjajiva to hasten plans to amend the constitution as a reconciliation panel gets ready to propose changes next month.	but one week after thai prime minister abhisit vejajjiva declared a state of emergency to put down violent protests here by red-shirted opponents, who sought his resignation, the shock waves are still rippling through a polarized, shaken nation.	sts-other
tweet-news	2014	59	4.2	Producer of popular gun-related videos shot. Every gun death is a tragedy.	Producer of popular gun-related videos found fatally shot	sts-other
tweet-news	2014	331	2.8	Goed initiatief, inkomen op kwaliteit en niet op verrichtingen#New York City Ties Doctors? Income to Quality of Care	New York City Hospitals to Tie Doctors? Performance Pay to Quality Measures	sts-other
belief	2015	572	0.2	and that doesn’t include all the workers who have fled the workforce under obama’s economic oppression.	and that was certainly a motivator for me to work my way up the career ladder of my profession.	sts-other
OnWN	2014	150	3.0	clean, cleanse, or able to be cleaned	cleanse with a cleaning agent, such as soap, and water.	sts-other
OnWN	2014	271	4.2	a set of pieces of creative work for showing	a set of pieces of creative work collected to be shown to potential customers or employers.	sts-other
question-question	2016	1249	4.0	Should I negotiate if I'm offered more than what I initially asked for?	I was offered the minimum salary I requested, should I ask for more?	sts-other
belief	2015	384	1.2	just sounds like you're blaming everyone else for your own mistakes.	if we could only learn from our mistakes!	sts-other
tweet-news	2014	456	2.8	I need a 'stop day' in my life.  #CNN	The importance of a 'stop day'	sts-other
tweet-news	2014	137	4.6	Worth reading for the column excerpts: Pauline Phillips, Dear Abby, Dies at 94	Pauline Phillips, Flinty Adviser to Millions as Dear Abby, Dies at 94	sts-other
belief	2015	1131	2.67	this isn't just an american problem, this is the worlds problem.	to say that it's all america's fault is not correct.	sts-other
surprise.OnWN	2012test	629	4.75	inability of the heart to pump blood to sustain life functions	inability of the heart to pump enough blood to sustain normal bodily functions.	sts-other
OnWN	2014	76	3.75	Put down by force, intimidation, or authority, as of a person; correct by punishment or discipline.	correct by punishment or discipline.	sts-other
plagiarism	2016	14	2.0	If a term appears in the document then its value in the vector is non-zero.	A document is represented as a vector and each dimension corresponds to a separate term.	sts-other
surprise.OnWN	2012test	218	3.75	give something for a cause	give to a charity or good cause.	sts-other
surprise.OnWN	2012test	349	4.0	consider again, usually with a view to changing	consider again (a bill) that had been voted upon before, with a view to altering it.	sts-other
surprise.OnWN	2012test	195	2.75	capture, ensnare, discover in the act	discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state.	sts-other
OnWN	2013	243	0.8	the act of accusing someone or something for being at fault	the act of damaging something or someone.	sts-other
OnWN	2013	344	3.4	medium of exchange minted by a government	the official currency issued by a government or national bank.	sts-other
tweet-news	2014	273	4.0	Broken limbs, torn lives in northern #Mali - #Islamism #Sharia	Broken limbs, torn lives in Mali	sts-other
tweet-news	2014	464	4.4	I'd like to read this. MT : Interview with DL Weiss, Who Put Her Child on a Diet and Wrote About It.	Motherlode Blog: An Interview with Dara-Lynn Weiss, Who Put Her 7-Year-Old on a Diet, and Wrote a Book About It.	sts-other
OnWN	2014	427	0.0	The appropriate or desirable thing.	the upper part of anything.	sts-other
surprise.OnWN	2012test	63	3.75	(The discovery or exhibition of) factual evidence that establishes the truth of something.	a formal series of statements showing that if one thing is true something else necessarily follows from it.	sts-other
plagiarism	2016	586	0.0	Google’s payoff is that it gets to track the behaviour of actual users.	After this, it is using this to pick the best overall path.	sts-other
OnWN	2014	562	0.0	the quality of heightened light on areas of an object	the activity of protecting someone or something.	sts-other
OnWN	2014	587	0.4	a small, indefinite portion of something	lumber used in the construction of something.	sts-other
OnWN	2014	397	4.4	behave in a certain way, usu. joyful	behave in a certain way.	sts-other
OnWN	2014	711	0.0	the noise of something rapping against a surface	the event of something burning (often destructive).	sts-other
FNWN	2013	103	0.6	a speaker realizes a sign, usually a linguistic one, in some formal_realization. the formal_realization may be described as correct or incorrect in a judgment expression, or it may be partially indicated as a part_of_form. manner may be used as a more general indication of the formal_realization	speak, pronounce, or utter in a certain way;	sts-other
OnWN	2013	336	1.0	(The act of making) a measurement of something.	the act of making up your mind about something.	sts-other
OnWN	2013	484	0.2	the act of explaining or defending something	the activity of supplying or providing something.	sts-other
OnWN	2013	388	3.6	person who is a social companion	a friend who is frequently in the company of another.	sts-other
plagiarism	2016	1004	1.0	The order in which terms appear in the document is lost in a vector space representation.	If a term occurs in the document, the value will be non-zero in the vector.	sts-other
OnWN	2013	433	0.8	the act of pulling an object	the act of choosing or selecting.	sts-other
tweet-news	2014	689	4.4	Anyone tried this?? Amazon giving you free MP3s your CDs	Amazon giving you free MP3s of your CDs	sts-other
surprise.OnWN	2012test	427	4.75	Change the purpose or functioning of a system.	change the inherent purpose or function of something.	sts-other
question-question	2016	443	5.0	What language does this look like?	What is this language?	sts-other
plagiarism	2016	178	5.0	Thus, the program is the best plan for action that is produced.	"Thus, the ""program"" is the optimal plan of action that is being produced."	sts-other
OnWN	2014	489	5.0	the act or means of getting rid of something.	the act of removing or getting rid of something.	sts-other
belief	2015	1234	0.0	the more it looks like zimmerman acted in self defense, the less you will hear of this case.	the majority of this nation believes in god and believes that he will turn on us.	sts-other
OnWN	2013	149	0.0	the scent or odor of something	have a disagreement over something.	sts-other
OnWN	2014	74	4.6	confine in or as if in a prison	confine as if in a prison.	sts-other
OnWN	2014	429	4.6	a visual characterization of something	a visual representation of something.	sts-other
surprise.OnWN	2012test	697	5.0	start suddenly, as if from fright	start suddenly, as from fright.	sts-other
surprise.OnWN	2012test	118	2.25	an open motorboat used for transport	a motorboat with an open deck or a half deck.	sts-other
OnWN	2013	133	4.0	the activity of breaking or splintering something	the act of breaking something.	sts-other
surprise.OnWN	2012test	400	3.75	a male bee whose function is to fertilize the queen	stingless male bee in a colony of social bees (especially honeybees) whose sole function is to mate with the queen.	sts-other
belief	2015	1645	3.4	so if the jury was in fact instructed incorrectly, chances are they will not come to the correct conclusion.	the jury is to be instructed as to the law to be applied to the facts they determine, not the other way around.	sts-other
OnWN	2013	411	0.0	Make a copy with the intent to deceive.	take up with the tongue.	sts-other
surprise.OnWN	2012test	92	3.5	to grow rapidly	increase rapidly and in an uncontrolled manner.	sts-other
FNWN	2013	156	0.0	this frame contains words referring to items of food.	a particular day specified as the time something happens;	sts-other
OnWN	2013	477	4.4	Place limits on; form the boundary of or be contiguous to.	form the boundary of; be contiguous to.	sts-other
tweet-news	2014	696	1.6	() Brazil hosts largest fag parade in the world. #FagsDoomNations 245 people killed in Brazil club fire.	Hundreds killed in Brazil nightclub fire	sts-other
plagiarism	2016	234	5.0	The definition of term is dependent on the application.	The definition of term depends on the application.	sts-other
tweet-news	2014	16	1.6	Taking Aim  #Stopgunviolence #Congress #NRA	Obama, Gun Policy and the N.R.A.	sts-other
OnWN	2014	101	4.0	the manner in which something or someon functions or operates	process or manner of functioning or operating.	sts-other
belief	2015	142	1.5	it is irrelevant that race is not a valid biological phenomenon as long as it is an observable phenomenon.	being an american is not a valid biological phenomenon either, yet, all of you consider yourselves americans.	sts-other
surprise.OnWN	2012test	727	4.25	Protect or strengthen with sandbags.	protect or strengthen with sandbags; stop up.	sts-other
surprise.OnWN	2012test	461	5.0	destruction of a ship	destroy a ship.	sts-other
tweet-news	2014	327	4.0	"Weird, just the voice? "": Voice of Charlie Brown arrested, charged. """	Good grief! Charlie Brown actor charged	sts-other
OnWN	2014	582	0.0	have the financial means to obtain, buy, or do something	the enclosing frame around a door or window opening.	sts-other
question-question	2016	217	2.0	Travelling to Romania for 4 days by Schengen visa issued by Germany?	Travelling to Romania on a short stay Schengen visa issued by France?	sts-other
FNWN	2013	187	3.2	a piece of evidence indicates that an event occured, or metonymically, entity had formerly existed, in a location.	an indication that something has been present;	sts-other
tweet-news	2014	418	5.0	Africa: The Top 5 stories of the week are ... -	Africa's top 5 stories this week	sts-other
tweet-news	2014	282	3.0	In Desert Outposts, Border Agents Keep Watch  #elpaso #elchuco #lafrontera #mexico	At Remote Outposts, Border Agents Sift for Clues	sts-other
belief	2015	23	3.0	"the irony of wistful recollections of past protest adventures clothed as they were in a style and form so like their own caricatures of the ""reactionary"" forces they opposed"" and yet i fought on the ground in viet nam."	"the irony of wistful recollections of past protest adventures clothed as they were in a style and form so like their own caricatures of the ""reactionary"" forces they opposed, was just too much for me."	sts-other
belief	2015	978	1.83	i don't ever try to pass anything off as being other than it is.	i don't need to create problems for myself, with customers feeling they were mislead.	sts-other
belief	2015	70	3.4	because gays are yucky and lobster tastes good peach must be busy.	because gays are yucky and lobster tastes good drinking already?	sts-other
OnWN	2014	635	0.0	Create an electrical short in something.	have an argument about something.	sts-other
OnWN	2013	461	0.0	Create a coating for something.	the act of projecting out from something.	sts-other
belief	2015	839	0.33	see, it's a tax break to companies and corporations that hire vets.	here it's not unusual to only see a doctor at 12-14 weeks.	sts-other
surprise.OnWN	2012test	374	2.75	make an abstract thing tight or more restrictive	make tight or tighter.	sts-other
surprise.OnWN	2012test	343	3.75	Entail as a necessary accompaniment or result	impose, involve, or imply as a necessary accompaniment or result.	sts-other
OnWN	2014	649	4.8	An area that is central within some larger region.	an area that is approximately central within some larger region.	sts-other
belief	2015	7	4.6	and this unemployment bill?	about the unemployment bill?	sts-other
